comercializadora;tarifa_acceso;tarifa_comercial;rango;mantenimiento;comision_variable;comision_fija;canal_preferente;canal;comercial_i;jefe_equipo_i;comercial_ii;jefe_equipo_ii;comercial_iii;jefe_equipo_iii
REPSOL;3.0TD;INDEXADO PLATINO PRESENCIALES NUEVO 12M L4;CONS. 65.000 - 99.999 KW;;;315,00 €;283,50 €;252,00 €;226,80 €;25,20 €;201,60 €;50,40 €;126,00 €;126,00 €
REPSOL;3.0TD;INDEXADO PLATINO PRESENCIALES NUEVO 12M L8;CONS. 65.000 - 99.999 KW;;;225,00 €;202,50 €;180,00 €;162,00 €;18,00 €;144,00 €;36,00 €;90,00 €;90,00 €
REPSOL;3.0TD;INDEXADO ESMERALDA PRESENCIALES NUEVO 12M L0;CONS. 100.000 - 249.999 KW;;;900,00 €;810,00 €;720,00 €;648,00 €;72,00 €;576,00 €;144,00 €;360,00 €;360,00 €
REPSOL;3.0TD;INDEXADO ESMERALDA PRESENCIALES NUEVO 12M L2;CONS. 100.000 - 249.999 KW;;;630,00 €;567,00 €;504,00 €;453,60 €;50,40 €;403,20 €;100,80 €;252,00 €;252,00 €
REPSOL;3.0TD;INDEXADO ESMERALDA PRESENCIALES NUEVO 12M L4;CONS. 100.000 - 249.999 KW;;;450,00 €;405,00 €;360,00 €;324,00 €;36,00 €;288,00 €;72,00 €;180,00 €;180,00 €
REPSOL;3.0TD;INDEXADO ESMERALDA PRESENCIALES NUEVO 12M L8;CONS. 100.000 - 249.999 KW;;;337,50 €;303,75 €;270,00 €;243,00 €;27,00 €;216,00 €;54,00 €;135,00 €;135,00 €
REPSOL;3.0TD;INDEXADO RUBÍ PRESENCIALES NUEVO 12M L0;CONS. 250.000 - 499.999 KW;;;1.440,00 €;1.296,00 €;1.152,00 €;1.036,80 €;115,20 €;921,60 €;230,40 €;576,00 €;576,00 €
REPSOL;3.0TD;INDEXADO RUBÍ PRESENCIALES NUEVO 12M L2;CONS. 250.000 - 499.999 KW;;;1.026,00 €;923,40 €;820,80 €;738,72 €;82,08 €;656,64 €;164,16 €;410,40 €;410,40 €
REPSOL;3.0TD;INDEXADO RUBÍ PRESENCIALES NUEVO 12M L4;CONS. 250.000 - 499.999 KW;;;810,00 €;729,00 €;648,00 €;583,20 €;64,80 €;518,40 €;129,60 €;324,00 €;324,00 €
REPSOL;3.0TD;INDEXADO RUBÍ PRESENCIALES NUEVO 12M L8;CONS. 250.000 - 499.999 KW;;;522,00 €;469,80 €;417,60 €;375,84 €;41,76 €;334,08 €;83,52 €;208,80 €;208,80 €
REPSOL;RL.1;GAS 12M V11;CONS. < 5.000;;;58,50 €;52,65 €;46,80 €;42,12 €;4,68 €;37,44 €;9,36 €;23,40 €;23,40 €
REPSOL;RL.1;GAS TAG NEW 12M V11;CONS. < 5.000;;;58,50 €;52,65 €;46,80 €;42,12 €;4,68 €;37,44 €;9,36 €;23,40 €;23,40 €
REPSOL;RL.1;GAS TAG NEW 12M V12;CONS. < 5.000;;;45,00 €;40,50 €;36,00 €;32,40 €;3,60 €;28,80 €;7,20 €;18,00 €;18,00 €
